,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8
1753,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0
1754,6.0,5.0,7.0,4.0,7.0,5.0,5.0,5.0
1755,3.0,3.0,4.0,5.0,6.0,2.0,5.0,3.0
1756,5.0,5.0,4.0,5.0,6.0,6.0,5.0,4.0
1757,5.0,5.0,5.0,5.0,6.0,5.0,4.0,6.0
1758,6.0,4.0,6.0,5.0,6.0,6.0,5.0,7.0
1759,6.0,6.0,7.0,6.0,6.0,7.0,7.0,5.0
1760,5.0,4.0,4.0,4.0,6.0,4.0,5.0,5.0
1761,6.0,6.0,6.0,5.0,6.0,4.0,6.0,5.0
1762,6.0,5.0,7.0,7.0,4.0,6.0,7.0,6.0
1763,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0
1764,3.0,2.0,4.0,6.0,4.0,5.0,3.0,6.0
1765,6.0,5.0,4.0,6.0,8.0,4.0,5.0,5.0
1766,6.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0
1767,6.0,5.0,6.0,6.0,4.0,6.0,7.0,6.0
1768,5.0,6.0,6.0,4.0,6.0,5.0,5.0,6.0
1769,5.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0
1770,5.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0
1771,7.0,7.0,5.0,6.0,6.0,6.0,5.0,4.0
1772,6.0,6.0,5.0,6.0,7.0,6.0,6.0,4.0
1773,5.0,5.0,5.0,6.0,4.0,6.0,7.0,5.0
1774,5.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0
1775,5.0,5.0,5.0,4.0,5.0,5.0,5.0,6.0
1776,6.0,5.0,6.0,6.0,5.0,7.0,6.0,7.0
1777,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0
1778,6.0,6.0,4.0,4.0,6.0,6.0,6.0,3.0
1779,5.0,5.0,6.0,5.0,5.0,4.0,5.0,7.0
1780,4.0,4.0,4.0,6.0,5.0,4.0,5.0,6.0
1781,4.0,5.0,4.0,4.0,7.0,4.0,5.0,5.0
1782,5.0,4.0,4.0,7.0,6.0,5.0,4.0,5.0
1783,5.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0
1784,6.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0
1785,6.0,6.0,6.0,4.0,6.0,5.0,6.0,7.0
1786,6.0,5.0,5.0,6.0,6.0,5.0,6.0,5.0
1787,7.0,7.0,7.0,5.0,5.0,7.0,6.0,6.0
1788,5.0,6.0,6.0,5.0,5.0,7.0,5.0,7.0
1789,5.0,6.0,5.0,5.0,5.0,5.0,6.0,5.0
1790,6.0,5.0,7.0,5.0,7.0,5.0,4.0,7.0
1791,6.0,7.0,6.0,5.0,4.0,6.0,6.0,7.0
1792,5.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0
1793,5.0,4.0,6.0,6.0,5.0,5.0,7.0,6.0
1794,5.0,6.0,6.0,5.0,6.0,4.0,5.0,5.0
1795,6.0,5.0,6.0,6.0,7.0,6.0,5.0,5.0
1796,5.0,5.0,5.0,6.0,5.0,7.0,6.0,5.0
1797,6.0,7.0,6.0,6.0,6.0,6.0,5.0,6.0
1798,5.0,6.0,7.0,4.0,6.0,5.0,7.0,4.0
1799,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
1800,3.0,5.0,4.0,5.0,5.0,7.0,6.0,7.0
1801,5.0,5.0,6.0,5.0,4.0,5.0,6.0,5.0
1802,5.0,6.0,5.0,6.0,7.0,5.0,5.0,6.0
1803,5.0,5.0,4.0,6.0,5.0,6.0,4.0,5.0
1804,6.0,5.0,6.0,6.0,5.0,6.0,6.0,5.0
1805,6.0,7.0,6.0,7.0,6.0,6.0,7.0,7.0
1806,6.0,6.0,6.0,5.0,6.0,5.0,7.0,5.0
1807,6.0,5.0,5.0,5.0,6.0,4.0,5.0,5.0
1808,3.0,3.0,3.0,5.0,5.0,5.0,4.0,5.0
1809,7.0,6.0,6.0,6.0,4.0,5.0,5.0,8.0
1810,7.0,7.0,7.0,6.0,5.0,7.0,6.0,6.0
1811,7.0,7.0,7.0,6.0,5.0,7.0,6.0,6.0
1812,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0
1813,7.0,8.0,7.0,6.0,5.0,8.0,6.0,6.0
1814,6.0,5.0,7.0,5.0,5.0,7.0,6.0,4.0
1815,7.0,7.0,7.0,7.0,4.0,6.0,7.0,7.0
1816,5.0,7.0,6.0,5.0,6.0,6.0,4.0,6.0
1817,5.0,4.0,6.0,5.0,6.0,6.0,6.0,5.0
1818,4.0,4.0,4.0,5.0,6.0,4.0,5.0,4.0
1819,4.0,5.0,5.0,8.0,5.0,6.0,6.0,5.0
1820,5.0,4.0,5.0,5.0,6.0,4.0,4.0,4.0
1821,6.0,6.0,5.0,5.0,5.0,6.0,5.0,5.0
1822,7.0,7.0,7.0,7.0,4.0,7.0,8.0,6.0
1823,4.0,4.0,5.0,6.0,8.0,5.0,6.0,4.0
1824,5.0,5.0,5.0,6.0,4.0,5.0,6.0,7.0
1825,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0
1826,6.0,5.0,5.0,5.0,6.0,4.0,5.0,6.0
1827,6.0,6.0,7.0,5.0,6.0,7.0,5.0,4.0
1828,4.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0
1829,5.0,5.0,5.0,4.0,6.0,4.0,4.0,6.0
1830,6.0,7.0,6.0,3.0,6.0,6.0,5.0,6.0
1831,5.0,6.0,6.0,7.0,7.0,6.0,5.0,5.0
1832,4.0,4.0,6.0,4.0,6.0,6.0,4.0,6.0
1833,4.0,5.0,5.0,5.0,5.0,6.0,7.0,6.0
1834,6.0,6.0,6.0,6.0,5.0,6.0,7.0,4.0
1835,5.0,5.0,6.0,7.0,5.0,6.0,6.0,5.0
1836,5.0,6.0,6.0,6.0,6.0,7.0,6.0,4.0
1837,5.0,4.0,5.0,4.0,7.0,4.0,5.0,4.0
1838,5.0,6.0,5.0,5.0,5.0,6.0,6.0,5.0
1839,5.0,6.0,6.0,4.0,7.0,5.0,4.0,7.0
1840,5.0,5.0,5.0,6.0,4.0,5.0,7.0,5.0
1841,6.0,6.0,5.0,7.0,4.0,7.0,7.0,6.0
1842,5.0,5.0,5.0,7.0,5.0,4.0,6.0,5.0
1843,4.0,5.0,4.0,6.0,6.0,5.0,5.0,5.0
1844,7.0,7.0,7.0,7.0,5.0,7.0,6.0,8.0
1845,5.0,5.0,6.0,4.0,7.0,5.0,4.0,5.0
1846,5.0,6.0,5.0,6.0,5.0,4.0,5.0,6.0
1847,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0
1848,5.0,6.0,6.0,7.0,4.0,6.0,8.0,6.0
1849,5.0,5.0,5.0,5.0,5.0,5.0,6.0,4.0
1850,7.0,8.0,7.0,6.0,6.0,7.0,5.0,6.0
1851,5.0,6.0,6.0,5.0,6.0,7.0,7.0,5.0
1852,5.0,6.0,6.0,6.0,5.0,6.0,5.0,5.0
1853,6.0,7.0,7.0,5.0,6.0,4.0,6.0,6.0
1854,6.0,5.0,6.0,6.0,5.0,6.0,7.0,6.0
1855,6.0,6.0,5.0,5.0,6.0,6.0,7.0,7.0
1856,6.0,6.0,6.0,7.0,5.0,6.0,6.0,6.0
1857,5.0,6.0,5.0,4.0,5.0,6.0,5.0,5.0
1858,5.0,5.0,5.0,6.0,6.0,6.0,4.0,6.0
1859,4.0,4.0,5.0,7.0,4.0,6.0,5.0,5.0
1860,6.0,5.0,4.0,7.0,5.0,5.0,4.0,6.0
1861,6.0,5.0,6.0,5.0,6.0,3.0,5.0,5.0
1862,6.0,5.0,5.0,6.0,4.0,6.0,7.0,6.0
1863,6.0,5.0,6.0,6.0,4.0,7.0,7.0,6.0
1864,6.0,6.0,6.0,5.0,6.0,5.0,5.0,5.0
1865,5.0,5.0,7.0,7.0,6.0,5.0,5.0,5.0
1866,5.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0
1867,8.0,7.0,7.0,7.0,6.0,6.0,6.0,3.0
1868,3.0,4.0,4.0,4.0,6.0,4.0,4.0,4.0
1869,5.0,4.0,6.0,6.0,5.0,7.0,7.0,5.0
1870,7.0,6.0,5.0,6.0,7.0,6.0,5.0,5.0
1871,4.0,4.0,5.0,7.0,5.0,4.0,6.0,6.0
1872,6.0,6.0,6.0,5.0,5.0,7.0,7.0,7.0
1873,4.0,4.0,4.0,7.0,6.0,4.0,6.0,6.0
1874,5.0,5.0,6.0,6.0,4.0,6.0,5.0,5.0
1875,7.0,6.0,7.0,4.0,4.0,7.0,6.0,5.0
1876,6.0,6.0,6.0,6.0,5.0,6.0,5.0,5.0
1877,4.0,4.0,6.0,6.0,5.0,5.0,5.0,6.0
1878,6.0,6.0,6.0,5.0,5.0,6.0,5.0,7.0
1879,5.0,5.0,4.0,5.0,6.0,4.0,4.0,5.0
1880,5.0,4.0,5.0,5.0,7.0,6.0,5.0,6.0
1881,6.0,6.0,6.0,5.0,6.0,7.0,6.0,6.0
1882,4.0,5.0,5.0,5.0,6.0,5.0,6.0,4.0
1883,6.0,7.0,7.0,6.0,6.0,7.0,6.0,7.0
1884,6.0,6.0,4.0,6.0,5.0,7.0,6.0,6.0
1885,5.0,6.0,7.0,7.0,5.0,6.0,7.0,5.0
1886,3.0,4.0,3.0,6.0,5.0,3.0,5.0,4.0
1887,6.0,6.0,6.0,6.0,5.0,6.0,8.0,5.0
1888,7.0,6.0,7.0,5.0,5.0,8.0,7.0,7.0
1889,5.0,6.0,6.0,7.0,5.0,5.0,5.0,6.0
1890,6.0,6.0,7.0,5.0,5.0,6.0,5.0,6.0
1891,5.0,5.0,5.0,6.0,5.0,6.0,5.0,5.0
1892,7.0,6.0,6.0,6.0,6.0,7.0,5.0,4.0
1893,5.0,5.0,4.0,7.0,4.0,6.0,6.0,6.0
1894,6.0,7.0,6.0,5.0,6.0,5.0,5.0,5.0
1895,6.0,7.0,5.0,6.0,6.0,6.0,7.0,6.0
1896,4.0,4.0,4.0,5.0,5.0,4.0,3.0,5.0
1897,6.0,6.0,4.0,5.0,4.0,7.0,7.0,5.0
1898,5.0,4.0,4.0,5.0,5.0,5.0,6.0,7.0
1899,5.0,5.0,6.0,6.0,5.0,5.0,6.0,6.0
1900,4.0,5.0,6.0,4.0,4.0,4.0,4.0,3.0
1901,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0
1902,6.0,6.0,6.0,5.0,6.0,6.0,5.0,5.0
1903,5.0,6.0,6.0,4.0,6.0,6.0,5.0,5.0
1904,4.0,3.0,4.0,4.0,6.0,3.0,5.0,6.0
1905,5.0,6.0,7.0,5.0,5.0,5.0,5.0,4.0
1906,5.0,4.0,5.0,4.0,6.0,6.0,5.0,7.0
1907,3.0,4.0,5.0,6.0,5.0,5.0,6.0,5.0
1908,7.0,7.0,7.0,6.0,5.0,6.0,5.0,6.0
1909,5.0,5.0,5.0,5.0,6.0,6.0,4.0,5.0
1910,7.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0
1911,6.0,5.0,5.0,6.0,5.0,7.0,6.0,6.0
1912,5.0,5.0,5.0,5.0,6.0,5.0,5.0,4.0
1913,6.0,6.0,7.0,3.0,6.0,7.0,5.0,7.0
1914,6.0,4.0,7.0,5.0,7.0,6.0,6.0,6.0
1915,5.0,6.0,5.0,4.0,7.0,4.0,4.0,3.0
1916,6.0,5.0,6.0,7.0,5.0,6.0,5.0,4.0
1917,5.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0
1918,6.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0
1919,4.0,5.0,5.0,6.0,6.0,5.0,5.0,4.0
1920,6.0,7.0,4.0,5.0,7.0,5.0,5.0,4.0
1921,6.0,7.0,7.0,6.0,6.0,5.0,5.0,5.0
1922,6.0,6.0,5.0,6.0,6.0,5.0,5.0,5.0
1923,5.0,5.0,6.0,3.0,6.0,5.0,6.0,5.0
1924,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0
1925,6.0,6.0,6.0,8.0,6.0,7.0,6.0,7.0
1926,6.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0
1927,6.0,6.0,5.0,7.0,5.0,6.0,6.0,6.0
1928,7.0,6.0,7.0,6.0,5.0,8.0,6.0,6.0
1929,6.0,6.0,7.0,4.0,5.0,6.0,6.0,8.0
1930,7.0,6.0,7.0,4.0,6.0,6.0,6.0,6.0
1931,7.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0
1932,5.0,5.0,6.0,8.0,5.0,6.0,6.0,4.0
1933,6.0,4.0,5.0,5.0,7.0,5.0,4.0,5.0
1934,6.0,6.0,7.0,4.0,6.0,6.0,5.0,6.0
1935,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0
1936,6.0,5.0,5.0,6.0,6.0,5.0,3.0,4.0
1937,4.0,3.0,4.0,5.0,5.0,4.0,4.0,5.0
1938,5.0,4.0,6.0,5.0,5.0,5.0,5.0,5.0
1939,6.0,5.0,5.0,4.0,6.0,5.0,5.0,6.0
1940,5.0,5.0,6.0,7.0,5.0,7.0,5.0,6.0
1941,7.0,6.0,7.0,5.0,4.0,6.0,7.0,6.0
1942,4.0,5.0,4.0,7.0,4.0,6.0,5.0,4.0
1943,5.0,6.0,5.0,5.0,6.0,5.0,7.0,4.0
1944,6.0,5.0,6.0,6.0,5.0,6.0,6.0,7.0
1945,7.0,8.0,8.0,7.0,6.0,7.0,6.0,6.0
1946,5.0,5.0,6.0,5.0,7.0,4.0,4.0,5.0
1947,3.0,4.0,6.0,6.0,6.0,4.0,4.0,5.0
1948,5.0,5.0,6.0,5.0,6.0,5.0,4.0,6.0
1949,5.0,5.0,5.0,7.0,4.0,4.0,7.0,7.0
1950,4.0,5.0,5.0,7.0,6.0,5.0,5.0,3.0
1951,6.0,6.0,5.0,4.0,7.0,5.0,5.0,6.0
1952,4.0,4.0,3.0,4.0,6.0,2.0,4.0,4.0
1953,5.0,5.0,3.0,7.0,4.0,6.0,6.0,5.0
1954,5.0,6.0,5.0,5.0,6.0,5.0,6.0,6.0
1955,6.0,6.0,6.0,5.0,7.0,6.0,6.0,5.0
1956,5.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0
1957,6.0,6.0,6.0,6.0,4.0,5.0,6.0,8.0
1958,6.0,5.0,5.0,5.0,6.0,5.0,5.0,4.0
1959,5.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0
1960,4.0,4.0,5.0,3.0,7.0,5.0,3.0,3.0
1961,6.0,7.0,6.0,4.0,6.0,6.0,6.0,6.0
1962,5.0,6.0,5.0,7.0,4.0,5.0,4.0,5.0
1963,8.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0
1964,7.0,7.0,6.0,8.0,3.0,8.0,7.0,7.0
1965,6.0,5.0,6.0,5.0,7.0,6.0,6.0,5.0
1966,7.0,6.0,6.0,5.0,6.0,5.0,6.0,5.0
1967,7.0,6.0,7.0,5.0,7.0,6.0,7.0,5.0
1968,5.0,5.0,7.0,4.0,8.0,4.0,6.0,6.0
1969,4.0,3.0,4.0,7.0,5.0,5.0,4.0,6.0
1970,6.0,6.0,5.0,5.0,4.0,6.0,7.0,5.0
1971,5.0,4.0,5.0,5.0,5.0,7.0,5.0,6.0
1972,7.0,7.0,7.0,6.0,6.0,6.0,4.0,5.0
1973,6.0,7.0,7.0,5.0,6.0,6.0,5.0,6.0
1974,6.0,6.0,5.0,5.0,6.0,5.0,6.0,6.0
1975,5.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0
1976,6.0,6.0,5.0,7.0,4.0,5.0,5.0,5.0
1977,5.0,5.0,4.0,5.0,5.0,6.0,4.0,5.0
1978,5.0,6.0,5.0,5.0,6.0,5.0,6.0,5.0
1979,5.0,5.0,4.0,7.0,6.0,5.0,5.0,5.0
1980,6.0,6.0,8.0,8.0,5.0,6.0,5.0,6.0
1981,5.0,6.0,7.0,7.0,4.0,5.0,5.0,4.0
1982,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0
1983,6.0,6.0,5.0,6.0,5.0,6.0,5.0,7.0
1984,5.0,6.0,5.0,4.0,7.0,7.0,5.0,5.0
1985,5.0,6.0,5.0,7.0,5.0,5.0,7.0,6.0
1986,5.0,4.0,5.0,3.0,6.0,5.0,4.0,5.0
1987,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0
1988,5.0,5.0,4.0,5.0,5.0,7.0,6.0,6.0
1989,4.0,5.0,4.0,6.0,5.0,5.0,6.0,7.0
1990,6.0,6.0,5.0,6.0,4.0,6.0,6.0,7.0
1991,5.0,6.0,5.0,6.0,6.0,5.0,6.0,4.0
1992,5.0,4.0,5.0,4.0,4.0,5.0,6.0,4.0
1993,7.0,6.0,6.0,4.0,7.0,4.0,6.0,6.0
1994,5.0,6.0,6.0,6.0,4.0,7.0,6.0,7.0
1995,4.0,4.0,5.0,6.0,4.0,6.0,5.0,6.0
1996,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1997,6.0,6.0,7.0,6.0,4.0,4.0,6.0,5.0
1998,5.0,5.0,6.0,4.0,6.0,6.0,6.0,6.0
1999,4.0,4.0,4.0,5.0,6.0,5.0,5.0,6.0
2000,5.0,6.0,5.0,6.0,5.0,7.0,5.0,5.0
2001,7.0,6.0,5.0,8.0,4.0,7.0,6.0,6.0
2002,6.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0
2003,4.0,5.0,5.0,7.0,5.0,7.0,5.0,8.0
2004,5.0,5.0,6.0,4.0,7.0,6.0,5.0,5.0
2005,6.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0
2006,5.0,6.0,5.0,6.0,6.0,5.0,7.0,6.0
2007,6.0,6.0,6.0,6.0,7.0,4.0,6.0,5.0
2008,8.0,8.0,7.0,5.0,6.0,6.0,6.0,6.0
2009,4.0,4.0,5.0,6.0,6.0,5.0,4.0,4.0
2010,5.0,5.0,5.0,4.0,7.0,4.0,2.0,5.0
2011,4.0,5.0,4.0,5.0,6.0,4.0,4.0,4.0
2012,5.0,6.0,4.0,4.0,5.0,6.0,4.0,6.0
2013,5.0,4.0,7.0,5.0,6.0,6.0,5.0,6.0
2014,5.0,5.0,5.0,6.0,6.0,6.0,5.0,7.0
2015,5.0,4.0,4.0,6.0,6.0,5.0,4.0,6.0
2016,6.0,7.0,6.0,5.0,6.0,6.0,7.0,7.0
2017,3.0,4.0,5.0,7.0,5.0,4.0,5.0,4.0
2018,4.0,5.0,5.0,6.0,5.0,3.0,5.0,4.0
2019,3.0,4.0,3.0,4.0,6.0,5.0,6.0,4.0
2020,5.0,5.0,5.0,5.0,5.0,5.0,6.0,4.0
2021,6.0,6.0,5.0,5.0,6.0,5.0,5.0,5.0
2022,3.0,5.0,5.0,4.0,6.0,4.0,4.0,5.0
2023,8.0,7.0,7.0,5.0,7.0,6.0,6.0,7.0
2024,5.0,4.0,4.0,6.0,4.0,6.0,5.0,5.0
2025,6.0,5.0,6.0,6.0,6.0,7.0,6.0,6.0
2026,5.0,4.0,5.0,5.0,6.0,4.0,5.0,6.0
2027,6.0,6.0,6.0,6.0,5.0,6.0,6.0,7.0
2028,6.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0
2029,6.0,6.0,6.0,3.0,7.0,5.0,5.0,4.0
2030,5.0,5.0,4.0,7.0,4.0,3.0,6.0,6.0
2031,6.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0
2032,5.0,6.0,5.0,5.0,5.0,6.0,5.0,4.0
2033,5.0,5.0,5.0,7.0,4.0,5.0,6.0,5.0
2034,4.0,5.0,6.0,5.0,4.0,6.0,5.0,4.0
2035,6.0,5.0,5.0,7.0,4.0,7.0,6.0,5.0
2036,6.0,6.0,6.0,5.0,6.0,6.0,5.0,7.0
2037,7.0,8.0,7.0,7.0,4.0,6.0,7.0,7.0
2038,5.0,5.0,6.0,5.0,6.0,5.0,6.0,5.0
2039,5.0,6.0,6.0,5.0,7.0,6.0,7.0,7.0
2040,5.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0
2041,4.0,5.0,5.0,6.0,5.0,6.0,5.0,4.0
2042,5.0,6.0,5.0,6.0,6.0,4.0,6.0,5.0
2043,6.0,5.0,6.0,5.0,7.0,7.0,6.0,6.0
2044,7.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0
2045,7.0,7.0,7.0,7.0,3.0,8.0,8.0,7.0
2046,4.0,5.0,5.0,6.0,6.0,4.0,3.0,6.0
2047,4.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0
2048,4.0,5.0,4.0,6.0,5.0,6.0,4.0,5.0
2049,6.0,6.0,6.0,6.0,5.0,6.0,5.0,7.0
2050,5.0,5.0,6.0,4.0,7.0,5.0,4.0,5.0
2051,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0
2052,5.0,4.0,5.0,7.0,5.0,5.0,4.0,4.0
2053,5.0,4.0,6.0,5.0,5.0,4.0,6.0,6.0
2054,4.0,4.0,4.0,4.0,7.0,3.0,5.0,2.0
2055,6.0,6.0,5.0,6.0,3.0,7.0,6.0,6.0
2056,7.0,8.0,6.0,7.0,3.0,7.0,6.0,7.0
2057,5.0,6.0,6.0,5.0,6.0,6.0,5.0,4.0
2058,7.0,7.0,6.0,5.0,5.0,6.0,7.0,7.0
2059,4.0,5.0,4.0,6.0,7.0,5.0,4.0,5.0
2060,6.0,7.0,6.0,5.0,5.0,5.0,6.0,5.0
2061,6.0,6.0,6.0,5.0,5.0,6.0,6.0,8.0
2062,6.0,5.0,6.0,5.0,6.0,4.0,6.0,5.0
2063,6.0,6.0,5.0,4.0,7.0,6.0,5.0,6.0
2064,4.0,5.0,5.0,5.0,7.0,5.0,5.0,5.0
2065,6.0,6.0,6.0,6.0,7.0,5.0,5.0,4.0
2066,4.0,5.0,4.0,5.0,7.0,6.0,4.0,6.0
2067,5.0,6.0,6.0,5.0,8.0,5.0,5.0,4.0
2068,5.0,5.0,6.0,4.0,5.0,4.0,4.0,6.0
2069,4.0,5.0,6.0,6.0,5.0,5.0,7.0,5.0
2070,6.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0
2071,5.0,4.0,5.0,5.0,6.0,5.0,6.0,5.0
2072,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0
2073,4.0,5.0,4.0,5.0,7.0,3.0,6.0,6.0
2074,6.0,6.0,5.0,6.0,5.0,7.0,5.0,5.0
2075,6.0,5.0,5.0,5.0,4.0,5.0,7.0,7.0
2076,6.0,6.0,7.0,5.0,5.0,6.0,7.0,7.0
2077,5.0,5.0,4.0,8.0,3.0,4.0,6.0,7.0
2078,5.0,4.0,5.0,7.0,5.0,6.0,6.0,6.0
2079,6.0,7.0,5.0,7.0,5.0,7.0,7.0,6.0
2080,5.0,5.0,7.0,7.0,3.0,5.0,5.0,6.0
2081,4.0,4.0,5.0,8.0,4.0,5.0,6.0,5.0
2082,5.0,7.0,6.0,6.0,7.0,5.0,6.0,6.0
2083,6.0,6.0,6.0,4.0,7.0,5.0,6.0,6.0
2084,6.0,5.0,6.0,4.0,7.0,5.0,5.0,6.0
2085,6.0,6.0,5.0,7.0,5.0,5.0,7.0,6.0
2086,6.0,5.0,7.0,3.0,7.0,4.0,5.0,5.0
2087,6.0,7.0,6.0,6.0,7.0,5.0,4.0,5.0
2088,7.0,7.0,7.0,6.0,4.0,7.0,6.0,5.0
2089,5.0,4.0,4.0,6.0,7.0,5.0,3.0,5.0
2090,6.0,5.0,5.0,6.0,5.0,6.0,6.0,5.0
2091,6.0,4.0,4.0,7.0,5.0,5.0,6.0,6.0
2092,5.0,4.0,3.0,5.0,8.0,5.0,5.0,4.0
2093,7.0,6.0,7.0,6.0,5.0,4.0,5.0,7.0
2094,5.0,6.0,5.0,5.0,6.0,6.0,5.0,6.0
2095,6.0,6.0,6.0,4.0,7.0,5.0,5.0,5.0
2096,6.0,6.0,6.0,6.0,4.0,6.0,5.0,5.0
2097,7.0,6.0,6.0,3.0,6.0,5.0,5.0,5.0
2098,5.0,4.0,4.0,6.0,5.0,5.0,5.0,7.0
2099,6.0,5.0,6.0,7.0,4.0,7.0,5.0,5.0
2100,5.0,5.0,6.0,6.0,4.0,6.0,8.0,7.0
2101,6.0,6.0,7.0,2.0,6.0,4.0,4.0,7.0
2102,7.0,7.0,7.0,7.0,5.0,8.0,7.0,6.0
2103,7.0,7.0,6.0,7.0,3.0,8.0,8.0,7.0
2104,5.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0
2105,5.0,5.0,5.0,6.0,6.0,5.0,5.0,6.0
2106,6.0,6.0,6.0,8.0,4.0,5.0,7.0,5.0
2107,5.0,6.0,5.0,6.0,6.0,6.0,7.0,4.0
2108,5.0,6.0,5.0,6.0,5.0,5.0,6.0,5.0
2109,6.0,6.0,7.0,5.0,7.0,5.0,6.0,5.0
2110,5.0,5.0,5.0,5.0,5.0,5.0,6.0,7.0
2111,5.0,6.0,4.0,5.0,6.0,5.0,5.0,5.0
2112,6.0,5.0,4.0,5.0,5.0,6.0,3.0,7.0
2113,6.0,5.0,5.0,4.0,5.0,6.0,5.0,5.0
2114,5.0,7.0,6.0,6.0,7.0,4.0,5.0,7.0
2115,6.0,5.0,6.0,6.0,4.0,6.0,7.0,6.0
2116,5.0,5.0,5.0,4.0,6.0,5.0,6.0,6.0
2117,6.0,6.0,7.0,6.0,4.0,7.0,8.0,6.0
2118,6.0,4.0,5.0,8.0,5.0,5.0,7.0,4.0
2119,4.0,3.0,4.0,6.0,4.0,6.0,5.0,5.0
2120,7.0,7.0,5.0,5.0,7.0,5.0,6.0,6.0
2121,4.0,4.0,3.0,6.0,5.0,5.0,6.0,5.0
2122,7.0,6.0,7.0,7.0,4.0,6.0,6.0,6.0
2123,5.0,5.0,4.0,5.0,6.0,4.0,5.0,5.0
2124,5.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0
2125,4.0,4.0,3.0,7.0,5.0,6.0,6.0,6.0
2126,7.0,7.0,7.0,3.0,7.0,6.0,5.0,5.0
2127,4.0,4.0,5.0,5.0,6.0,5.0,5.0,4.0
2128,7.0,6.0,5.0,6.0,5.0,7.0,7.0,6.0
2129,6.0,5.0,6.0,5.0,5.0,6.0,7.0,6.0
2130,5.0,6.0,5.0,7.0,4.0,6.0,7.0,7.0
2131,5.0,4.0,5.0,6.0,7.0,6.0,4.0,7.0
2132,7.0,6.0,6.0,5.0,5.0,7.0,8.0,5.0
2133,4.0,5.0,5.0,5.0,7.0,3.0,4.0,4.0
2134,4.0,4.0,5.0,3.0,8.0,3.0,5.0,4.0
2135,6.0,4.0,5.0,5.0,7.0,6.0,4.0,5.0
2136,5.0,3.0,4.0,7.0,4.0,6.0,5.0,6.0
2137,7.0,6.0,6.0,6.0,5.0,7.0,6.0,7.0
2138,6.0,6.0,6.0,7.0,5.0,7.0,6.0,5.0
2139,5.0,5.0,6.0,6.0,4.0,5.0,5.0,7.0
2140,6.0,4.0,5.0,6.0,5.0,6.0,6.0,6.0
2141,6.0,5.0,6.0,7.0,5.0,8.0,6.0,6.0
2142,5.0,5.0,4.0,6.0,5.0,4.0,6.0,5.0
2143,4.0,5.0,4.0,7.0,5.0,6.0,5.0,7.0
2144,5.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0
2145,6.0,6.0,5.0,6.0,7.0,5.0,4.0,4.0
2146,3.0,4.0,4.0,5.0,6.0,3.0,4.0,5.0
2147,5.0,5.0,6.0,6.0,4.0,6.0,5.0,5.0
2148,5.0,5.0,6.0,5.0,6.0,7.0,6.0,6.0
2149,5.0,5.0,4.0,6.0,7.0,5.0,6.0,6.0
2150,5.0,4.0,5.0,5.0,4.0,6.0,5.0,4.0
2151,5.0,4.0,5.0,5.0,5.0,5.0,6.0,5.0
